true_strain,true_stress,time,engineering_strain,engineering_stress
1.025035000000000095e-03,9.285024464999999338e+00,6.461210000000000036e+03,1.024509999999999961e-03,9.294546821163750749e+00
1.219721000000000000e-03,9.629258402999999689e+00,6.461260000000000218e+03,1.218976999999999995e-03,9.641010573145420537e+00
1.271645000000000067e-03,9.914618928999999525e+00,6.461310000000000400e+03,1.270836999999999922e-03,9.927234826324982109e+00
1.362516999999999938e-03,1.022962111000000007e+01,6.461359999999999673e+03,1.361589000000000072e-03,1.024356864038148984e+01
1.219721000000000000e-03,1.062225304000000037e+01,6.461409999999999854e+03,1.218976999999999995e-03,1.063521712506546102e+01
1.180781000000000105e-03,1.099881595999999995e+01,6.461460000000000036e+03,1.180084999999999988e-03,1.101181083278660822e+01
1.362513000000000092e-03,1.093665981999999914e+01,6.461510000000000218e+03,1.361585000000000009e-03,1.095157131522924665e+01
1.232699999999999985e-03,1.116374528000000055e+01,6.461560000000000400e+03,1.231939999999999945e-03,1.117751530820879502e+01
1.453393000000000089e-03,1.173287855999999962e+01,6.461609999999999673e+03,1.452338000000000066e-03,1.174994344936937019e+01
1.310584000000000054e-03,1.183986074000000066e+01,6.461659999999999854e+03,1.309725999999999989e-03,1.185538804996913420e+01
1.440412000000000073e-03,1.219934222999999918e+01,6.461710000000000036e+03,1.439374999999999899e-03,1.221692696925637200e+01
1.635179000000000060e-03,1.254286412000000084e+01,6.461760000000000218e+03,1.633841999999999933e-03,1.256339071541325403e+01
1.570252000000000063e-03,1.273920567000000048e+01,6.461810000000000400e+03,1.569019999999999963e-03,1.275922514944398145e+01
1.570252000000000063e-03,1.302496048999999978e+01,6.461859999999999673e+03,1.569019999999999963e-03,1.304542902905516755e+01
1.622195000000000104e-03,1.329499354999999916e+01,6.461909999999999854e+03,1.620880000000000107e-03,1.331657812515149608e+01
1.635182999999999906e-03,1.355049677000000052e+01,6.461960000000000036e+03,1.633845999999999996e-03,1.357267242655343509e+01
1.661151000000000034e-03,1.361028441000000022e+01,6.462010000000000218e+03,1.659771999999999897e-03,1.363291193550902314e+01
1.804010999999999896e-03,1.423988785999999962e+01,6.462060000000000400e+03,1.802383999999999974e-03,1.426559994909865559e+01
1.661151000000000034e-03,1.433216209999999968e+01,6.462109999999999673e+03,1.659771999999999897e-03,1.435598976985228781e+01
1.726087999999999971e-03,1.448160099999999950e+01,6.462159999999999854e+03,1.724599000000000054e-03,1.450661910079461059e+01
1.894931000000000089e-03,1.505050053000000077e+01,6.462210000000000036e+03,1.893137000000000032e-03,1.507904723224010191e+01
1.907919000000000108e-03,1.511045007999999967e+01,6.462260000000000218e+03,1.906099999999999982e-03,1.513930711328863943e+01
1.804007000000000050e-03,1.571347201999999932e+01,6.462310000000000400e+03,1.802379999999999911e-03,1.574184480624187366e+01
1.791019999999999938e-03,1.605954020000000071e+01,6.462359999999999673e+03,1.789416999999999961e-03,1.608832892928765901e+01
1.933894000000000021e-03,1.614744072999999958e+01,6.462409999999999854e+03,1.932024999999999975e-03,1.617869837973711000e+01
1.881939999999999915e-03,1.685495119999999858e+01,6.462460000000000036e+03,1.880170000000000018e-03,1.688670106874842602e+01
2.115767000000000168e-03,1.712158652000000103e+01,6.462510000000000218e+03,2.113530000000000183e-03,1.715785015102970590e+01
2.128760999999999848e-03,1.736187066000000101e+01,6.462560000000000400e+03,2.126497000000000196e-03,1.739886930337702609e+01
2.037820000000000083e-03,1.737849411999999916e+01,6.462609999999999673e+03,2.035744999999999829e-03,1.741394447038586435e+01
2.180732999999999804e-03,1.773674171000000044e+01,6.462659999999999854e+03,2.178357000000000123e-03,1.777546301428541042e+01
2.206716000000000059e-03,1.799181066999999956e+01,6.462710000000000036e+03,2.204283000000000024e-03,1.803155732527562805e+01
2.154746999999999826e-03,1.830839864000000006e+01,6.462760000000000218e+03,2.152427000000000160e-03,1.834789113627477875e+01
2.219711000000000080e-03,1.878817878999999991e+01,6.462810000000000400e+03,2.217249000000000130e-03,1.882992943220362392e+01
2.232702999999999945e-03,1.923883521000000130e+01,6.462859999999999673e+03,2.230212000000000080e-03,1.928183779603477177e+01
2.323662000000000210e-03,1.946252524999999878e+01,6.462909999999999854e+03,2.320964999999999921e-03,1.950780217607760036e+01
2.271683000000000036e-03,1.971905011999999857e+01,6.462960000000000036e+03,2.269104999999999994e-03,1.976389647631388513e+01
2.193724000000000195e-03,1.996107847000000035e+01,6.463010000000000218e+03,2.191320000000000073e-03,2.000491564174406633e+01
2.349653000000000158e-03,2.007818280000000044e+01,6.463060000000000400e+03,2.346894999999999884e-03,2.012541503592072800e+01
2.531601000000000077e-03,2.058550482000000059e+01,6.463109999999999673e+03,2.528399000000000185e-03,2.063768512242585729e+01
2.414630000000000075e-03,2.079825283999999996e+01,6.463159999999999854e+03,2.411716999999999854e-03,2.084853360291522151e+01
2.570592999999999923e-03,2.126073300999999915e+01,6.463210000000000036e+03,2.567292000000000098e-03,2.131545600969003118e+01
2.583593999999999821e-03,2.130556539000000171e+01,6.463260000000000218e+03,2.580259000000000112e-03,2.136068148063654704e+01
2.466616000000000034e-03,2.151838681999999991e+01,6.463310000000000400e+03,2.463577000000000215e-03,2.157152994502737897e+01
2.453617999999999858e-03,2.186434222000000105e+01,6.463359999999999673e+03,2.450610000000000201e-03,2.191805482433306196e+01
2.492611000000000045e-03,2.226909917000000050e+01,6.463409999999999854e+03,2.489507000000000178e-03,2.232467660869006920e+01
2.700580000000000168e-03,2.244488233999999949e+01,6.463460000000000036e+03,2.696936999999999945e-03,2.250557846727479472e+01
2.687582999999999899e-03,2.280560042000000109e+01,6.463510000000000218e+03,2.683973999999999995e-03,2.286697478578370024e+01
2.713578999999999818e-03,2.325583351999999948e+01,6.463560000000000400e+03,2.709899999999999896e-03,2.331902574787416427e+01
2.674585000000000157e-03,2.354220010999999957e+01,6.463609999999999673e+03,2.671011000000000045e-03,2.360524999238741728e+01
2.674585000000000157e-03,2.384249156999999997e+01,6.463659999999999854e+03,2.671011000000000045e-03,2.390634568228719203e+01
2.843588000000000192e-03,2.406394768999999911e+01,6.463710000000000036e+03,2.839548999999999806e-03,2.413247302965889673e+01
2.869591999999999803e-03,2.428859818999999831e+01,6.463760000000000218e+03,2.865479000000000203e-03,2.435839666411468940e+01
2.895597000000000188e-03,2.487379145999999963e+01,6.463810000000000400e+03,2.891409000000000167e-03,2.494592031852225489e+01
2.739578999999999799e-03,2.514807980000000143e+01,6.463859999999999673e+03,2.735829999999999859e-03,2.521706941501768995e+01
2.908598000000000086e-03,2.545908222999999992e+01,6.463909999999999854e+03,2.904372000000000117e-03,2.553324025807482656e+01
2.999617999999999902e-03,2.589243203999999920e+01,6.463960000000000036e+03,2.995124000000000050e-03,2.597021605739870154e+01
2.999615000000000180e-03,2.592249216000000089e+01,6.464010000000000218e+03,2.995119999999999987e-03,2.600036637734411116e+01
2.999615000000000180e-03,2.611767910000000015e+01,6.464060000000000400e+03,2.995119999999999987e-03,2.619613968188400577e+01
3.155668999999999835e-03,2.656402725999999959e+01,6.464109999999999673e+03,3.150694999999999798e-03,2.664798693920943151e+01
3.025622999999999854e-03,2.695804887999999977e+01,6.464159999999999854e+03,3.021049999999999951e-03,2.703973727830462082e+01
3.142665000000000215e-03,2.718010857000000158e+01,6.464210000000000036e+03,3.137731999999999848e-03,2.726566090672819342e+01
3.051630999999999962e-03,2.724269987999999998e+01,6.464260000000000218e+03,3.046979999999999914e-03,2.732596153828793462e+01
2.960606000000000175e-03,2.748546611000000084e+01,6.464310000000000400e+03,2.956227000000000073e-03,2.756696030235374550e+01
3.220702000000000200e-03,2.794373915999999980e+01,6.464359999999999673e+03,3.215522000000000172e-03,2.803388272665297265e+01
3.285736000000000039e-03,2.828731008999999830e+01,6.464409999999999854e+03,3.280344000000000142e-03,2.838040758975460420e+01
3.350769999999999877e-03,2.848058892999999969e+01,6.464460000000000036e+03,3.345162999999999956e-03,2.857618091307171326e+01
3.337768000000000072e-03,2.882632943000000125e+01,6.464510000000000218e+03,3.332204000000000069e-03,2.892270578591063668e+01
3.272731000000000078e-03,2.924852337000000091e+01,6.464560000000000400e+03,3.267381000000000191e-03,2.934440271388369226e+01
3.324758000000000140e-03,2.965247683999999850e+01,6.464609999999999673e+03,3.319237000000000055e-03,2.975122821749495117e+01
3.363785000000000212e-03,2.983141097000000030e+01,6.464659999999999854e+03,3.358134000000000032e-03,2.993192638969473052e+01
3.350773999999999940e-03,3.034223374000000106e+01,6.464710000000000036e+03,3.345167000000000019e-03,3.044407425253513111e+01
3.584949000000000035e-03,3.041023523000000139e+01,6.464760000000000218e+03,3.578530999999999813e-03,3.051945002802825258e+01
3.428824000000000021e-03,3.064013371000000063e+01,6.464810000000000400e+03,3.422951999999999939e-03,3.074537364821992114e+01
3.558926999999999924e-03,3.101148461000000012e+01,6.464859999999999673e+03,3.552600999999999849e-03,3.112204883180190862e+01
3.584949000000000035e-03,3.150597155000000171e+01,6.464909999999999854e+03,3.578530999999999813e-03,3.161912155668336410e+01
3.506884000000000043e-03,3.155349833000000004e+01,6.464960000000000036e+03,3.500741999999999830e-03,3.166434703958404739e+01
3.663017000000000183e-03,3.181872983999999960e+01,6.465010000000000218e+03,3.656317000000000074e-03,3.193549613743072157e+01
3.754102999999999954e-03,3.214583653999999768e+01,6.465060000000000400e+03,3.747064999999999944e-03,3.226674212006210496e+01
3.936307000000000000e-03,3.239525082000000111e+01,6.465109999999999673e+03,3.928570000000000152e-03,3.252301977981639425e+01
3.702052999999999854e-03,3.280795963999999998e+01,6.465159999999999854e+03,3.695209000000000080e-03,3.292964154781425634e+01
3.806158999999999931e-03,3.305964545999999871e+01,6.465210000000000036e+03,3.798924999999999871e-03,3.318571550427206773e+01
3.793147000000000185e-03,3.334521626000000083e+01,6.465260000000000218e+03,3.785961999999999921e-03,3.347193975196724125e+01
4.053456000000000420e-03,3.347146198000000084e+01,6.465310000000000400e+03,4.045252000000000049e-03,3.360741243235681708e+01
4.053456000000000420e-03,3.383159924999999646e+01,6.465359999999999673e+03,4.045252000000000049e-03,3.396901246561454712e+01
3.897265000000000017e-03,3.430199007000000222e+01,6.465409999999999854e+03,3.889680999999999868e-03,3.443593487158724997e+01
3.832187999999999827e-03,3.442436239999999970e+01,6.465460000000000036e+03,3.824853999999999928e-03,3.455653610534868392e+01
3.832187999999999827e-03,3.478457936000000217e+01,6.465510000000000218e+03,3.824853999999999928e-03,3.491813613265954785e+01
4.183636000000000126e-03,3.495230028000000289e+01,6.465560000000000400e+03,4.174897000000000330e-03,3.509883429801427468e+01
3.949321000000000428e-03,3.532066586999999913e+01,6.465609999999999673e+03,3.941532999999999669e-03,3.546043434215393120e+01
4.170614999999999913e-03,3.564271785999999764e+01,6.465659999999999854e+03,4.161930000000000317e-03,3.579168032810795808e+01
4.105527999999999782e-03,3.575013157000000064e+01,6.465710000000000036e+03,4.097111999999999976e-03,3.589720644529349158e+01
4.001387000000000346e-03,3.603893604000000295e+01,6.465760000000000218e+03,3.993392000000000122e-03,3.618343066254034568e+01
4.378937999999999754e-03,3.613039708000000161e+01,6.465810000000000400e+03,4.369365000000000054e-03,3.628895677763069472e+01
4.352899000000000351e-03,3.625121250000000117e+01,6.465859999999999673e+03,4.343439000000000154e-03,3.640935430947258311e+01
4.248733000000000197e-03,3.668990914999999831e+01,6.465909999999999854e+03,4.239719999999999774e-03,3.684612640905901060e+01
4.144576999999999983e-03,3.682884605000000278e+01,6.465960000000000036e+03,4.135999999999999920e-03,3.698180278632423779e+01
4.378937999999999754e-03,3.692528082999999839e+01,6.466010000000000218e+03,4.369365000000000054e-03,3.708732890686916051e+01
4.431026999999999709e-03,3.752308925999999900e+01,6.466060000000000400e+03,4.421223999999999640e-03,3.768972397217917347e+01
4.626377000000000093e-03,3.784567968000000349e+01,6.466109999999999673e+03,4.615692000000000232e-03,3.802117370731145485e+01
4.444046999999999581e-03,3.792762224999999887e+01,6.466159999999999854e+03,4.434187000000000024e-03,3.809654947442435002e+01
4.352894999999999855e-03,3.800612799999999680e+01,6.466210000000000036e+03,4.343434999999999657e-03,3.817192527626230003e+01
4.496138999999999691e-03,3.828562446000000108e+01,6.466260000000000218e+03,4.486046999999999951e-03,3.845814952630804839e+01
4.431026999999999709e-03,3.833294011000000268e+01,6.466310000000000400e+03,4.421223999999999640e-03,3.850317125482796143e+01
4.600327999999999883e-03,3.856634351999999666e+01,6.466359999999999673e+03,4.589761999999999835e-03,3.874417003936822823e+01
4.652428000000000119e-03,3.889424551999999835e+01,6.466409999999999854e+03,4.641621999999999762e-03,3.907561977641785234e+01
4.691502000000000172e-03,3.908778551999999706e+01,6.466460000000000036e+03,4.680514999999999676e-03,3.927159681798050883e+01
4.847821000000000422e-03,3.927650237999999661e+01,6.466510000000000218e+03,4.836090000000000354e-03,3.946737013403148353e+01
4.952050000000000375e-03,3.942221302000000094e+01,6.466560000000000400e+03,4.939808999999999867e-03,3.961791796773830043e+01
4.691505999999999801e-03,3.952251314000000093e+01,6.466609999999999673e+03,4.680519000000000172e-03,3.970836891516644584e+01
4.860851000000000234e-03,3.978565505000000257e+01,6.466659999999999854e+03,4.849056000000000026e-03,3.997951797149679720e+01
4.873877000000000417e-03,3.984514424000000332e+01,6.466710000000000036e+03,4.862019000000000410e-03,4.003981859878384597e+01
5.108404999999999890e-03,3.985079886999999843e+01,6.466760000000000218e+03,5.095380000000000048e-03,4.005489377464142819e+01
4.991136999999999657e-03,4.035007035000000286e+01,6.466810000000000400e+03,4.978701000000000307e-03,4.055196646599622312e+01
4.939019000000000222e-03,4.027716894000000281e+01,6.466859999999999673e+03,4.926841999999999853e-03,4.047659070711261364e+01
5.056281999999999617e-03,4.054222775000000212e+01,6.466909999999999854e+03,5.043520000000000121e-03,4.074773979058863205e+01
5.264788999999999754e-03,4.044379928000000035e+01,6.466960000000000036e+03,5.250954999999999859e-03,4.065728887430095284e+01
5.147498000000000351e-03,4.071830020000000161e+01,6.467010000000000218e+03,5.134271999999999621e-03,4.092843793288253806e+01
5.303887999999999658e-03,4.077191441000000083e+01,6.467060000000000400e+03,5.289847000000000299e-03,4.098873856573574415e+01
5.434234999999999934e-03,4.120120787999999834e+01,6.467109999999999673e+03,5.419496000000000209e-03,4.142571437334347451e+01
5.369061999999999966e-03,4.132364603999999986e+01,6.467159999999999854e+03,5.354674000000000239e-03,4.154611192532764363e+01
5.212661000000000378e-03,4.110536055000000033e+01,6.467210000000000036e+03,5.199099000000000428e-03,4.132018829966862228e+01
5.616745999999999718e-03,4.134339354000000100e+01,6.467260000000000218e+03,5.601001000000000417e-03,4.157626222630580060e+01
5.356025000000000369e-03,4.106947869999999767e+01,6.467310000000000400e+03,5.341707000000000226e-03,4.129003798493438637e+01
5.460307000000000181e-03,4.152957594000000086e+01,6.467359999999999673e+03,5.445425999999999739e-03,4.175696037772181768e+01
5.655857999999999719e-03,4.164137663000000344e+01,6.467409999999999854e+03,5.639894000000000331e-03,4.187756163862028558e+01
5.499412999999999871e-03,4.167787668999999795e+01,6.467460000000000036e+03,5.484318999999999653e-03,4.190771195089884316e+01
5.668895000000000184e-03,4.188047023000000024e+01,6.467510000000000218e+03,5.652856999999999847e-03,4.211856042915185583e+01
5.942737000000000019e-03,4.188398897999999804e+01,6.467560000000000400e+03,5.925114000000000422e-03,4.213363557401046222e+01
5.799289000000000006e-03,4.206965085000000215e+01,6.467609999999999673e+03,5.782505999999999757e-03,4.231433373873021253e+01
6.073163999999999819e-03,4.192347819999999814e+01,6.467659999999999854e+03,6.054758999999999836e-03,4.217886103848249491e+01
6.307972999999999705e-03,4.209319723000000124e+01,6.467710000000000036e+03,6.288120000000000341e-03,4.235955922153210196e+01
6.086204999999999914e-03,4.202761474999999791e+01,6.467760000000000218e+03,6.067722000000000220e-03,4.228418341998950325e+01
6.073163999999999819e-03,4.228268634999999875e+01,6.467810000000000400e+03,6.054758999999999836e-03,4.254025735608909287e+01
6.099247999999999822e-03,4.250633579000000140e+01,6.467859999999999673e+03,6.080684999999999736e-03,4.276638470397368508e+01
6.216651000000000121e-03,4.223187702999999971e+01,6.467909999999999854e+03,6.197366999999999633e-03,4.249523560076943340e+01
6.034035000000000093e-03,4.252409231000000034e+01,6.467960000000000036e+03,6.015865999999999922e-03,4.278145983967989707e+01
6.529794000000000223e-03,4.253276752000000016e+01,6.468010000000000218e+03,6.508520999999999751e-03,4.281140645797123767e+01
6.307977000000000202e-03,4.248248403000000195e+01,6.468060000000000400e+03,6.288122999999999629e-03,4.275130952268974482e+01
6.216651000000000121e-03,4.229160148999999791e+01,6.468109999999999673e+03,6.197366999999999633e-03,4.255533250333016326e+01
6.490642999999999933e-03,4.263927611999999812e+01,6.468159999999999854e+03,6.469624000000000208e-03,4.291693253674610986e+01
6.568942000000000357e-03,4.263593763000000081e+01,6.468210000000000036e+03,6.547413999999999665e-03,4.291693255504797833e+01
6.634194000000000375e-03,4.266310659999999899e+01,6.468260000000000218e+03,6.612235999999999635e-03,4.294708284729788517e+01
6.738604999999999942e-03,4.300284995999999893e+01,6.468310000000000400e+03,6.715951999999999859e-03,4.329360775156634844e+01
6.777766000000000172e-03,4.277656609000000287e+01,6.468359999999999673e+03,6.754847999999999929e-03,4.306748037366710946e+01
6.790817000000000207e-03,4.286584659999999758e+01,6.468409999999999854e+03,6.767811000000000313e-03,4.315793132234058049e+01
6.856082999999999796e-03,4.277321606999999659e+01,6.468460000000000036e+03,6.832633999999999756e-03,4.306748040088139362e+01
6.960517000000000266e-03,4.305298821000000231e+01,6.468510000000000218e+03,6.936348999999999640e-03,4.335370463579680234e+01
6.869138999999999801e-03,4.304195053000000115e+01,6.468560000000000400e+03,6.845600999999999769e-03,4.333862949541242671e+01
7.038848999999999800e-03,4.298994053999999920e+01,6.468609999999999673e+03,7.014135000000000335e-03,4.329360774939127765e+01
6.790817000000000207e-03,4.291076599000000158e+01,6.468659999999999854e+03,6.767811000000000313e-03,4.320315678975644147e+01
7.221652999999999753e-03,4.320638051000000246e+01,6.468710000000000036e+03,7.195639000000000202e-03,4.351953134702235815e+01
7.300008999999999665e-03,4.305334006999999730e+01,6.468760000000000218e+03,7.273428999999999658e-03,4.336877981077027044e+01
7.391431000000000390e-03,4.310926081000000210e+01,6.468810000000000400e+03,7.364181000000000026e-03,4.342908041886810366e+01
7.339187999999999962e-03,4.336571445999999952e+01,6.468859999999999673e+03,7.312321000000000099e-03,4.368515433140577642e+01
7.443672000000000136e-03,4.325664233999999908e+01,6.468909999999999854e+03,7.416037000000000323e-03,4.357983198646541467e+01
7.443672000000000136e-03,4.312197212000000235e+01,6.468960000000000036e+03,7.416037000000000323e-03,4.344415558525400201e+01
7.417548999999999844e-03,4.331742514999999827e+01,6.469010000000000218e+03,7.390106999999999926e-03,4.363992889399904129e+01
7.508985000000000139e-03,4.352293788000000063e+01,6.469060000000000400e+03,7.480862999999999922e-03,4.385098106173845878e+01
7.718001000000000375e-03,4.369315074000000010e+01,6.469109999999999673e+03,7.688294000000000031e-03,4.403167923527448835e+01
7.639616000000000115e-03,4.321824645000000231e+01,6.469159999999999854e+03,7.610508000000000203e-03,4.354968165059933938e+01
7.796377000000000168e-03,4.339076691000000352e+01,6.469210000000000036e+03,7.766063999999999606e-03,4.373037983857065569e+01
8.005480000000000582e-03,4.344151449999999670e+01,6.469260000000000218e+03,7.973522000000000248e-03,4.379068045399489506e+01
7.561253000000000418e-03,4.358030731000000202e+01,6.469310000000000400e+03,7.532739000000000101e-03,4.391107799978099280e+01
8.044670999999999766e-03,4.339494894999999985e+01,6.469359999999999673e+03,8.012398999999999910e-03,4.374545498981493807e+01
8.083925999999999959e-03,4.340819927999999805e+01,6.469409999999999854e+03,8.051338999999999371e-03,4.376053014300102006e+01
7.966271999999999937e-03,4.344321782000000098e+01,6.469460000000000036e+03,7.934625000000000705e-03,4.379068044784850855e+01
8.083886000000000197e-03,4.375193591000000026e+01,6.469510000000000218e+03,8.051298999999999609e-03,4.410705499779670902e+01
8.149237000000000147e-03,4.359954873000000219e+01,6.469560000000000400e+03,8.116121999999999920e-03,4.395630345148124718e+01
8.162314000000000375e-03,4.388287609000000344e+01,6.469609999999999673e+03,8.129093000000000430e-03,4.424252771232860226e+01
8.123098999999999945e-03,4.346631165000000152e+01,6.469659999999999854e+03,8.090195999999999152e-03,4.382083075972904140e+01
8.449909000000000239e-03,4.372097631999999834e+01,6.469710000000000036e+03,8.414309000000000024e-03,4.409197986298896410e+01
8.659154000000000503e-03,4.374171926000000354e+01,6.469760000000000218e+03,8.621771000000000296e-03,4.412213016229147655e+01
8.489137000000000766e-03,4.377885017999999917e+01,6.469810000000000400e+03,8.453205999999999568e-03,4.415207678035213235e+01
8.502186000000000118e-03,4.380817394000000320e+01,6.469859999999999673e+03,8.466144999999999574e-03,4.418222708088973860e+01
8.567596000000000239e-03,4.386509474000000353e+01,6.469909999999999854e+03,8.530998999999999180e-03,4.424252769956244435e+01
8.397595000000000753e-03,4.382770522999999940e+01,6.469960000000000036e+03,8.362434000000000187e-03,4.419730225306934557e+01
8.829160000000000827e-03,4.397316387000000049e+01,6.470010000000000218e+03,8.790297000000000735e-03,4.436312894931376860e+01
8.763732999999999246e-03,4.399098461999999898e+01,6.470060000000000400e+03,8.725442999999999394e-03,4.437820411040772939e+01
8.842213999999999283e-03,4.379328049000000078e+01,6.470109999999999673e+03,8.803236000000000741e-03,4.418222706183088633e+01
8.881457000000000587e-03,4.410513908000000072e+01,6.470159999999999854e+03,8.842133000000000284e-03,4.449860163396150625e+01
8.829119999999999330e-03,4.391339504999999832e+01,6.470210000000000036e+03,8.790258000000000446e-03,4.430282834124928826e+01
9.064597000000000626e-03,4.382836002999999891e+01,6.470260000000000218e+03,9.023638000000000492e-03,4.422745255148679178e+01
9.025386999999999299e-03,4.396453597000000002e+01,6.470310000000000400e+03,8.984781000000000711e-03,4.436312896825452157e+01
9.051540000000000280e-03,4.399326479999999862e+01,6.470359999999999673e+03,9.010699000000000486e-03,4.439327927718969136e+01
9.143102000000000174e-03,4.391454713000000254e+01,6.470409999999999854e+03,9.101431000000000104e-03,4.431790347050143453e+01
9.169259000000000784e-03,4.419701028000000065e+01,6.470460000000000036e+03,9.127348999999999879e-03,4.460412772054599628e+01
9.208513999999999242e-03,4.409071651000000003e+01,6.470510000000000218e+03,9.166245999999999422e-03,4.449860163928165946e+01
9.457182999999999215e-03,4.397542287000000272e+01,6.470560000000000400e+03,9.412604999999999236e-03,4.439327927244622174e+01
9.483307999999999321e-03,4.412340094000000335e+01,6.470609999999999673e+03,9.438482999999999248e-03,4.454382709478911551e+01
9.457142999999999453e-03,4.406482238000000251e+01,6.470659999999999854e+03,9.412564999999999474e-03,4.448352646427420609e+01
9.496410000000000268e-03,4.431674578999999881e+01,6.470710000000000036e+03,9.451462000000000752e-03,4.473960042329596831e+01
9.470245999999999872e-03,4.425817308999999966e+01,6.470760000000000218e+03,9.425543999999999242e-03,4.467929979611749047e+01
9.876058000000000059e-03,4.406129384999999843e+01,6.470810000000000400e+03,9.827449999999999727e-03,4.449860163261443091e+01
9.745111000000000745e-03,4.408199289000000221e+01,6.470859999999999673e+03,9.697781000000000803e-03,4.451367677890662122e+01
9.941517999999999883e-03,4.452071317000000050e+01,6.470909999999999854e+03,9.892265000000000780e-03,4.496552404976414152e+01
1.002009199999999954e-02,4.412957226999999705e+01,6.470960000000000036e+03,9.970058000000000392e-03,4.457397741006907665e+01
9.967695999999999848e-03,4.413188456000000315e+01,6.471010000000000218e+03,9.918183000000000554e-03,4.457397742514041283e+01
9.889165999999999582e-03,4.435905079999999856e+01,6.471060000000000400e+03,9.840428999999999496e-03,4.479990104544472729e+01
1.020340200000000030e-02,4.425558106999999808e+01,6.471109999999999673e+03,1.015152400000000031e-02,4.470945012598069468e+01
1.022962600000000034e-02,4.413524833999999686e+01,6.471159999999999854e+03,1.017748100000000037e-02,4.458905257539407074e+01
